SIMC_id;rodzaj;nazwa;czy_samodzielna;liczba_adresow;liczba_mieszkancow;powierzchnia;zageszczenie_ludnosci
481420;osada;Ględy;True;9;30;995752.31;0.0030127974295133695
480827;wieś;Ględy;True;72;315;5088050.48;0.006190976312797903
482157;osada;Glimy;True;4;12;52223.39;0.022978209572377437
148850;osada;Glinka;True;14;0;;
469659;część wsi;Glinka;False;1;3;55061.74;0.005448429344949869
483961;osada leśna;Glinki;True;1;0;28138.59;0.0
118204;osada;Glinki;True;18;17;9462696.17;0.00017965281453182283
765458;osada;Glinki;True;10;102;5082322.17;0.002006956595591027
470473;osada;Glitajny;True;4;8;1892490.48;0.00042272339462442104
478658;osada;Glitajny;True;19;328;10599451.38;0.0030944997834406783
159278;wieś;Gładysze;True;49;237;9923014.91;0.002388387018960954
483091;część wsi;Głazowo;False;21;93;4085634.63;0.0022762681546979156
767546;osada;Głąbowo;True;8;67;2002908.2;0.0033451358379779964
151414;wieś;Głębock;True;67;279;15128880.05;0.0018441550139727625
767003;wieś;Głodowo;True;16;42;881215.05;0.004766146470149369
481695;osada;Głodówko;True;11;127;5021586.7;0.002529081097016606
486072;wieś;Głogno;True;12;37;4562227.59;0.0008110073263574297
470480;osada;Głomno;True;14;73;5770966.66;0.001264952724575262
472680;wieś;Głotowo;True;147;510;13358006.57;0.003817934939075269
478687;osada;Głowbity;True;17;185;5728283.49;0.0032295887646440484
469197;osada;Główczyno;True;4;39;3670884.73;0.0010624141826431036
758599;wieś;Główka;True;30;112;8314141.52;0.0013471024005374402
490197;wieś;Głuch;True;27;95;6699155.87;0.0014180891121734714
477506;wieś;Gnatowo;True;41;81;1420698.26;0.005701421778330326
477512;kolonia;Gnatowo;True;11;5;1069288.92;0.00046760046854315115
475803;wieś;Gniadki;True;10;50;1799102.95;0.002779162804440958
474407;część wsi;Gniewkowo;False;12;54;4608258.51;0.0011718092611952883
113460;wieś;Gnojenko;True;17;46;1709945.42;0.002690144343905433
478820;osada;Gnojewo;True;1;3;5610468.5;5.3471470341558815e-05
113477;wieś;Gnojno;True;90;251;7395910.12;0.0033937675813723923
477067;wieś;Godki;True;41;181;5098546.75;0.0035500311927119236
150254;wieś;Godkowo;True;92;359;6171282.21;0.005817267591786246
771507;wieś;Godziejewo;True;5;15;1320691.04;0.0011357690440604489
477541;osada;Godzikowo;True;7;48;2941418.97;0.0016318654530197716
486103;wieś;Goleń;True;24;114;4483346.38;0.0025427435298898318
148352;osada;Goleszewo;True;4;58;1210548.9;0.0047912149604200215
759601;wieś;Golubie;True;52;206;8901936.13;0.00231410332529537
760320;wieś;Golubie Wężewskie;True;30;58;9437299.54;0.0006145825906464765
759624;wieś;Golubka;True;30;72;10357805.6;0.000695127933275751
760337;wieś;Golubki;True;54;169;6247421.13;0.0027051161828752853
154246;osada;Gołąbki;True;10;96;2682248.61;0.003579086578406317
475950;wieś;Miecznikowo-Gołębie;True;8;40;1529484.47;0.002615260290939731
479244;osada;Gołębiewo;True;16;206;6172805.22;0.0033372185361131485
489679;wieś;Gołogóra;True;65;294;12195201.38;0.0024107842981761405
155978;osada;Gołutowo;True;7;80;2802752.92;0.0028543365142582743
758205;osada;Gorazdowo;True;10;76;2464835.81;0.0030833696788915123
760366;wieś;Gorczyce;True;6;16;7659758.86;0.00020888386034648615
765464;wieś;Gorczyce;True;42;90;4529965.38;0.001986770150548038
763382;wieś;Gordejki;True;23;64;1597594.35;0.004006023181040919
763399;osada;Gordejki Małe;True;15;152;3469066.73;0.004381581901712222
768497;wieś;Gorło;True;54;18;11104117.19;0.0001621020355964021
768505;wieś;Gorłówko;True;45;133;9896721.98;0.0013438793195239378
150751;wieś;Goryń;True;165;584;20106127.0;0.002904587243480557
763778;wieś;Gorzekały;True;5;13;45336450.1;2.8674499153165944e-05
763790;wieś;Góra;True;104;80;14275570.09;0.0005603979350431672
484989;wieś;Górka;True;31;159;6243590.49;0.0025466116052079513
468973;osada;Górki;True;1;10;6083.54;0.16437797729611378
762075;wieś;Górkło;True;47;125;5354952.08;0.0023342879288660223
478368;wieś;Górkowo;True;7;214;7926596.23;0.002699771677407618
758613;wieś;Górne;True;41;113;13711053.44;0.000824152575106585
479267;wieś;Górowo;True;9;53;2475810.72;0.002140712921705097
478380;osada;Górowo;True;40;216;6772689.55;0.0031892795086111694
475810;wieś;Górowo-Trząski;True;22;50;2738490.93;0.001825823100316056
159284;osada;Góry;True;21;117;7231018.07;0.0016180294236216725
477430;przysiółek wsi;Góry;False;1;2;1202244.89;0.00016635545857882582
755425;wieś;Góry;True;14;25;5435010.19;0.00045998073832498185
474784;wieś;Góry Lubiańskie;True;26;52;2727280.38;0.0019066613165750125
124854;wieś;Grabacz;True;13;38;781280.04;0.004863812980554322
762098;kolonia;Grabek;True;3;17;207399.43;0.008196743838688467
474844;kolonia;Grabiczki;True;3;11;587973.33;0.0018708331549663997
484995;wieś;Grabin;True;25;153;10906336.15;0.0014028542481702253
1046636;osada;Grabniak;True;4;11;2184912.95;0.0005034525517366721
768511;wieś;Grabnik;True;73;189;24543151.43;0.000770072256364675
762394;osada;Grabnik Mały;True;4;40;1086146.85;0.0036827432680949174
477570;osada;Grabno;True;8;75;5207507.23;0.0014402284372824576
151420;wieś;Grabowiec;True;15;89;9346136.27;0.0009522651652927376
158110;wieś;Grabowiec;True;27;82;3893626.98;0.0021060055424210154
476300;wieś;Grabowo;True;16;45;9018001.22;0.0004990019285005153
480230;wieś;Grabowo;True;132;635;12470004.98;0.005092219297574009
758620;wieś;Grabowo;True;85;565;6530339.39;0.00865192398522491
483079;wieś;Grabowo;True;59;180;12141640.11;0.0014825015267233119
476004;osada leśna;Grabowo Leśne;True;2;0;1061489.83;0.0
762106;osada;Grabówek;True;13;166;5280507.01;0.0031436375273366035
762081;wieś;Grabówka;True;26;94;12904527.87;0.0007284264945370683
476323;osada;Grabówko;True;5;5;1190568.34;0.00041996749216428853
472992;wieś;Gradki;True;59;197;7205224.96;0.002734126985536896
469501;przysiółek osady;Gradowo;False;3;4;1150121.92;0.00034778921525119706
757996;wieś;Grajwo;True;32;109;4468742.22;0.0024391650856960823
122401;wieś;Gralewo;True;57;181;8556966.26;0.0021152356395992148
125138;osada;Gralewo-Stacja;True;23;99;881251.61;0.011234022029190958
156185;osada;Grądowy Młyn;True;2;0;466775.68;0.0
124860;wieś;Grądy;True;81;106;5235030.49;0.002024821062694517
473193;osada;Grądy;True;9;98;3049744.04;0.003213384425533626
763809;wieś;Grądy;True;8;15;2252383.48;0.0006659611976909012
761590;przysiółek wsi;Grądy Kruklaneckie;False;2;3;5447832.35;5.506777388257919e-05
763815;osada;Grądy Podmiejskie;True;26;102;3577098.6;0.002851472978687252
755431;wieś;Grądy Węgorzewskie;True;33;111;6220376.65;0.0017844578591555223
474650;kolonia wsi;Grądzik;False;2;6;764497.6;0.0007848291479266908
772263;wieś;Grądzkie;True;47;150;6678896.38;0.002245880029658433
759630;wieś;Grądzkie Ełckie;True;35;141;10449369.12;0.0013493637594840751
772487;osada;Grodkowo;True;3;10;597513.6;0.0016736020736599134
843968;wieś;Grodziczno;True;124;447;3046415.39;0.014672982596769248
148820;osada;Grodzie;True;4;9;138583.41;0.006494283839602446
473218;osada;Grodziska;True;10;111;3416356.34;0.0032490755926239245
753610;wieś;Grodzisko;True;70;192;12204546.12;0.0015731842717638075
754800;wieś;Grodzisko;True;9;15;4715832.39;0.0003180774624604502
485724;wieś;Grom;True;127;511;14626552.42;0.0034936462491411907
477386;przysiółek osady;Gromki;False;6;14;1202332.27;0.0011644035803846469
470510;wieś;Gromki;True;22;69;3804490.88;0.0018136460876468181
475186;wieś;Gromoty;True;73;334;11998616.91;0.002783654170353873
473610;wieś;Gronity;True;170;435;11928492.22;0.0036467308019923405
148369;wieś;Gronowo;True;46;119;4620673.66;0.002575382049378488
480610;wieś;Gronowo;True;47;135;6866554.03;0.0019660516674038318
124877;wieś;Gronowo;True;35;97;4288195.31;0.0022620238349171646
483100;wieś;Gronowo;True;29;138;8498966.83;0.0016237267747990494
150567;wieś;Gronowo Elbląskie;True;187;1387;7013885.27;0.019775059708098133
149328;wieś;Gronowo Górne;True;361;1344;6549395.48;0.02052097791474336
148375;kolonia wsi;Kalina;False;2;4;567577.78;0.0007047492239742013
148381;osada;Gronówko;True;31;175;8670830.5;0.002018261111204976
124883;wieś;Groszki;True;32;117;3011000.78;0.003885751235175701
486534;wieś;Groszkowo;True;24;36;4916162.02;0.000732278550900973
474086;wieś;Grotowo;True;36;91;7166071.08;0.0012698729748016955
122418;wieś;Gródki;True;121;571;17405697.27;0.0032805350520726364
485010;osada;Gruda;True;6;18;888623.64;0.00202560445049605
471047;przysiółek wsi;Gruda;False;15;61;743858.24;0.008200487232621097
753640;osada;Grunajki;True;4;28;1721556.6;0.0016264350530212017
474790;wieś;Grunwald;True;40;375;7659475.99;0.004895896279191809
122424;wieś;Gruszka;True;34;128;5459018.34;0.002344743908663989
474092;wieś;Gruszyny;True;13;29;2432356.24;0.001192259568031038
754816;wieś;Gruzy;True;9;19;4708264.74;0.00040354570206262445
150283;osada;Grużajny;True;10;101;10030286.32;0.0010069503180443608
758837;wieś;Grygieliszki;True;5;15;898244.56;0.0016699238345512495
770689;wieś;Gryzy;True;31;80;5969057.21;0.0013402451540584245
847110;wieś;Gryźliny;True;63;221;5756831.49;0.0038389172999746773
488906;wieś;Gryźliny;True;196;552;18487277.35;0.0029858371762892383
753679;wieś;Gryżewo;True;18;52;1911137.71;0.002720892363114953
154252;wieś;Gryżyna;True;8;28;3981939.03;0.0007031750056705414
148398;wieś;Grzechotki;True;12;45;9983291.18;0.0004507531553336903
763821;wieś;Grzegorze;True;27;98;7200324.54;0.0013610497617930982
483688;wieś;Grzegórzki;True;52;141;6178215.5;0.002282212396119883
485730;wieś;Grzegrzółki;True;41;128;4838175.96;0.002645625150020381
472012;wieś;Grzęda;True;40;113;11695822.49;0.0009661569342097633
148458;osada;Grzędowo;True;15;63;89972.72;0.07002122421107197
113483;wieś;Grzybiny;True;42;327;14842961.35;0.002203064417465454
767606;przysiółek wsi;Grzybowo;False;20;30;1461772.63;0.0020523027579193356
487203;osada;Grzybowo;True;1;4;5964150.18;6.706739232377947e-05
482453;wieś;Gubity;True;38;112;3082778.57;0.003633086109068158
490671;osada;Gubławki;True;10;109;497288.35;0.0219188726218903
480833;osada;Gucin;True;6;34;290985.91;0.011684414547769684
481710;osada;Gudniki;True;14;98;2517252.68;0.0038931332074299352
478693;wieś;Gudniki;True;19;39;7645987.27;0.0005100714743931297
478701;wieś;Gudziki;True;15;21;2837810.38;0.000740007160027373
770979;wieś;Guja;True;53;169;22742342.71;0.0007431072610021361
475200;wieś;Gulb;True;45;184;9729034.03;0.0018912463398999954
154275;kolonia;Gulbity;True;9;26;2466237.63;0.0010542374215577921
482460;wieś;Gulbity;True;188;174;4054434.55;0.004291597209282858
487427;osada;Gulkajmy;True;5;48;2670331.05;0.0017975299354737312
469211;osada;Gumniska;True;4;18;2345033.82;0.0007675795481704396
481264;osada;Gumniska Małe;True;12;135;293754.09;0.04595680693330942
481258;osada;Gumniska Wielkie;True;11;122;7137512.37;0.0017092789991199693
477073;wieś;Gutkowo;True;279;523;6171997.13;0.008473756370654697
480253;wieś;Gutowo;True;57;194;5227870.86;0.0037108797289610172
758004;wieś;Guty;True;17;42;1903058.46;0.0022069737153529168
771520;wieś;Guty;True;18;41;4650001.71;0.0008817201058620686
765470;wieś;Guty Rożyńskie;True;51;58;6519383.29;0.0008896547022931674
756347;wieś;Guzki;True;20;24;2963980.19;0.0008097220109963015
754822;wieś;Guzki;True;19;49;9717890.29;0.0005042246674715239
473649;osada;Guzowy Młyn;True;4;0;675009.96;0.0
473632;wieś;Guzowy Piec;True;73;76;8673789.1;0.0008762029964505363
760372;wieś;Guzy;True;19;53;4563175.56;0.0011614718588648823
483139;część wsi;Gwiazdowo;False;22;68;4161680.42;0.0016339553530638473
150314;wieś;Gwiździny;True;7;23;2599151.78;0.0008849040743592127
847127;wieś;Gwiździny;True;167;759;14691032.94;0.00516641684148317
765116;wieś;Harsz;True;140;335;47631769.37;0.0007033121054096169
124890;wieś;Hartowiec;True;196;667;6619602.24;0.010076134121315422
772270;wieś;Hejbuty;True;17;77;6741737.52;0.001142138799850517
764186;wieś;Hejdyk;True;58;237;16791348.39;0.0014114411451384339
149340;osada;Helenowo;True;19;105;1115729.95;0.009410879397832783
153784;wieś;Henrykowo;True;103;332;17168823.44;0.001933737632984826
1063126;osada wsi;Henrykowo;False;15;50;860289.77;0.005811995183901815
767641;osada;Hermanowa Wola;True;4;5;189422.46;0.0026396025054262313
158126;osada;Huta;True;5;79;3163914.06;0.0024969072642889675
490688;wieś;Huta Wielka;True;16;46;1140668.7;0.004032722209349656
152520;wieś;Huta Żuławska;True;47;146;5257633.2;0.002776914905360838
485026;wieś;Idzbark;True;170;539;10502155.12;0.005132279935320552
479698;wieś;Ignalin;True;71;235;12635380.7;0.0018598569016602723
754839;wieś;Iłki;True;12;43;56835893.61;7.565641581191636e-05
116435;wieś;Iłowo-Osada;True;684;2877;18848022.32;0.015264200939252707
116458;wieś;Iłowo-Wieś;True;169;573;4066561.07;0.014090529814667213
764387;wieś;Imionek;True;17;96;2474613.85;0.003879393142489686
763407;osada;Imionki;True;12;114;4653054.01;0.002450003798687907
762112;wieś;Inulec;True;31;72;7464888.28;0.0009645154394728597
766825;przysiółek;Iwanowo;True;10;6;632493.21;0.0009486267844677732
759647;wieś;Iwaśki;True;30;95;7535551.12;0.0012606908039925818
766831;wieś;Iznota;True;23;40;26515623.63;0.00015085445682199103
483694;wieś;Jabłonka;True;150;160;10411987.93;0.0015366902178112689
473224;wieś;Jabłonka;True;51;193;7816020.34;0.002469287330437014
472408;osada;Jabłonowo;True;56;113;3219182.26;0.003510208210454043
122430;wieś;Jabłonowo;True;115;403;10143147.78;0.0039731255892241375
760389;wieś;Jabłonowo;True;26;106;4742763.95;0.002234983674445784
475826;wieś;Jabłonowo-Adamy;True;12;177;7009628.88;0.0025250980191693115
475832;część wsi;Jabłonowo-Dyby;False;17;67;385804.51;0.01736630813361928
475849;część wsi;Jabłonowo-Maćkowięta;False;11;57;438695.95;0.012993053617203442
764654;osada;Jabłoń;True;2;2;109078.93;0.0018335346707196343
758636;wieś;Jabłońskie;True;44;154;6059973.04;0.0025412654311082546
758659;osada;Jabramowo;True;44;176;4794606.17;0.0036707915887072744
151437;wieś;Jachowo;True;33;105;18834956.76;0.0005574740698263222
473655;wieś;Jadaminy;True;7;54;4002383.77;0.0013491959567885215
484788;osada;Jadamowo;True;12;31;1039743.42;0.0029815048024059627
476317;wieś;Jagarzewo;True;66;234;25073093.35;0.0009332713627853979
753691;wieś;Jagiele;True;7;15;3514075.73;0.0004268547735594759
484216;osada leśna;Jagiełek;True;4;0;6138.93;0.0
753722;wieś;Jagoczany;True;24;91;5289134.88;0.0017205082128667517
149481;wieś;Jagodno;True;7;26;9930278.66;0.00026182548234754166
764200;wieś;Jagodne;True;97;349;5361352.54;0.006509551412562025
762543;osada;Jagodne Małe;True;52;203;4654021.21;0.004361819399615499
762520;wieś;Jagodne Wielkie;True;107;139;26588289.7;0.0005227865408732929
152537;wieś;Jagodnik;True;78;203;4664690.99;0.004351842392886994
472414;wieś;Jagodziny;True;32;106;14164655.67;0.0007483415232217925
479706;wieś;Jagoty;True;24;68;13473586.75;0.0005046911506321804
844130;wieś;Jakubkowo;True;4;2;1494203.64;0.00013385056403690732
472331;osada;Jakubowo;True;11;17;303433.37;0.0056025479333403575
486110;wieś;Jakubowo;True;41;86;12312876.81;0.0006984557819189291
158132;wieś;Jakubowo Kisielickie;True;45;196;5501523.62;0.003562649432013163
490205;wieś;Jakubowy Borek;True;8;28;1848532.06;0.001514715411535789
754845;wieś;Jakuby;True;6;14;8557747.59;0.00016359444880519083
770991;wieś;Jakunowo;True;19;51;5289850.77;0.0009641103731930042
765174;wieś;Jakunówko;True;95;199;13129185.17;0.0015157071625032158
847140;wieś;Jamielnik;True;305;1098;8937985.61;0.012284647211464913
118026;wieś;Jamielnik;True;219;675;3756851.39;0.017967173303599853
490694;wieś;Janiki Małe;True;18;43;3494966.09;0.0012303409787875795
152804;wieś;Janiki Pasłęckie;True;6;31;1014859.28;0.00305461068454732
490702;wieś;Janiki Wielkie;True;45;135;8734750.84;0.001545550668506533
474100;wieś;Janikowo;True;56;148;11264835.48;0.0013138230048966503
487893;osada;Janiszewo;True;9;128;119702.13;0.10693209886908443
758671;osada leśna;Janki;True;1;4;7074.75;0.05653910032156613
113508;wieś;Jankowice;True;21;224;10550213.65;0.0021231797519095734
488332;wieś;Jankowice;True;27;69;8138347.35;0.0008478379827324524
485322;część wsi;Jankowiec;False;11;57;1388400.79;0.004105442780682947
155990;osada;Jankowo;True;17;103;5888665.23;0.0017491230351364359
477914;osada;Jankowo;True;5;64;3492876.82;0.0018323005161115303
489685;wieś;Jankowo;True;26;118;4578767.51;0.002577112721759485
159315;osada;Jankówko;True;4;26;1962554.33;0.0013248040883535692
472029;osada;Janowiec;True;11;96;500092.57;0.019196445969993117
475909;osada;Janowiec-Leśniki;True;15;52;1427156.69;0.0036436083272678352
475861;kolonia;Janowiec-Zdzięty;True;3;15;947395.34;0.001583288345074613
475855;wieś;Janowiec-Jastrząbki;True;13;65;2449374.34;0.0026537389135872142
475884;wieś;Janowiec Kościelny;True;173;347;2683171.94;0.012932454861614272
149357;wieś;Janowo;True;55;179;8409998.17;0.0021284190124859445
484966;wieś;Janowo;True;6;35;1098346.14;0.0031866092778365844
116464;wieś;Janowo;True;14;41;4987328.66;0.0008220833796022578
758754;osada;Janowo;True;4;3;1994234.26;0.00015043368074520993
487930;wieś;Janowo;True;17;16;385699.61;0.004148305983508772
489478;osada;Janowo;True;10;154;2362047.09;0.006519768409866885
476330;wieś;Janowo;True;361;714;15581189.41;0.00458244862578819
149400;osada;Janów;True;34;297;757796.38;0.039192586272317635
756873;osada;Janisze;True;4;26;152358.57;0.017065006582826288
159019;kolonia;Janówek;True;30;91;2642512.5;0.003443692319336238
158149;osada;Januszewo;True;27;238;10933652.24;0.0021767657757514334
471426;osada;Januszewo;True;2;9;865487.42;0.0010398764663731334
479273;wieś;Januszkowo;True;34;290;11063482.66;0.0026212360873352695
758665;wieś;Jany;True;13;30;1052225.8;0.002851099070180564
479729;wieś;Jarandowo;True;51;119;9628917.21;0.001235860662260279
481270;wieś;Jarnołtowo;True;84;332;12244146.65;0.002711499702594627
481287;część wsi;Jarnołtówko;False;12;45;2203371.38;0.0020423247941071107
148412;wieś;Jarocin;True;11;6;6584301.32;9.112584173167822e-05
488929;wieś;Jaroty;True;111;833;1749228.72;0.04762098806610036
151443;wieś;Jarzeń;True;24;42;9295179.75;0.00045184709849209747
151450;część wsi;Jarzeński Młyn;False;12;33;1431017.38;0.0023060516567590538
155369;osada;Jarzębiec;True;28;180;9530399.3;0.0018886931631500476
761526;wieś;Jasieniec;True;10;95;7093443.47;0.00133926491980629
150573;wieś;Jasionno;True;27;193;4615759.97;0.00418132661261413
763413;wieś;Jaśki;True;53;104;5600929.71;0.0018568345861280234
490725;osada;Jaśkowo;True;16;187;6484874.68;0.0028836332115519
764217;wieś;Jaśkowo;True;73;156;3046614.45;0.005120437868336113
158178;wieś;Jawty Małe;True;17;103;3618040.76;0.002846844655227157
158184;wieś;Jawty Wielkie;True;76;373;17881286.28;0.002085979689376127
475708;część wsi;Jażdżówki;False;3;4;463111.96;0.0008637220252312205
765493;wieś;Jebramki;True;14;41;8479215.48;0.00048353529989545683
476560;wieś;Jedwabno;True;332;1241;12974653.03;0.009564802982635137
469790;wieś;Jedzbark;True;92;212;14904045.09;0.001422432626309238
753604;kolonia;Jeglewo;True;1;0;;
124908;wieś;Jeglia;True;69;266;4536719.62;0.005863267344698723
764230;wieś;Jeglin;True;34;126;2218061.12;0.005680636970003784
488355;wieś;Jegławki;True;33;42;11091638.78;0.00037866361169039083
150596;wieś;Jegłownik;True;353;1222;9185675.32;0.013303322373471392
473230;wieś;Jeleniowo;True;64;171;19036265.45;0.0008982854354975388
118032;wieś;Jeleń;True;162;487;12750076.11;0.003819585042461366
486304;część wsi;Jeleń;False;1;0;87491.87;0.0
766890;osada leśna;Jeleń;True;1;0;;
771542;wieś;Jelitki;True;10;23;2223796.29;0.0010342673968576502
770695;wieś;Jelonek;True;17;27;2311826.5;0.0011679077127976516
156009;wieś;Jelonki;True;133;575;15590944.56;0.003688038256997047
487918;wieś;Jełmuń;True;13;34;5280593.05;0.0006438670747407813
484311;wieś;Jemiołowo;True;140;354;8802658.02;0.00402151258399108
489917;wieś;Jerominy;True;15;59;1503845.07;0.003923276484857579
489923;wieś;Jerutki;True;174;374;21664617.13;0.001726317145397898
489930;wieś;Jeruty;True;77;305;8282687.45;0.0036823796846276024
490731;wieś;Jerzwałd;True;106;271;25393716.37;0.0010671931435768808
990327;osada;Jerzykowo;True;9;10;1653438.79;0.0006048001329399076
490211;wieś;Jesionowiec;True;42;190;4987672.09;0.0038093923692565763
154938;wieś;Jesionowo;True;10;27;6884183.8;0.0003922033574989674
472696;wieś;Jesionowo;True;67;437;8434925.29;0.005180840196866759
490754;osada;Jezierce;True;4;3;116143.5;0.0025830115331464953
475714;wieś;Jezierzyce;True;28;36;397361.74;0.009059754972886922
476783;wieś;Jeziorany-Kolonie;True;47;192;10610356.14;0.0018095528318430223
758702;wieś;Jeziorki Małe;True;6;28;1666395.6;0.0016802732796462015
758694;wieś;Jeziorki Wielkie;True;15;52;4843361.54;0.001073634490643455
154944;wieś;Jeziorko;True;14;29;5462791.59;0.0005308641108162796
767523;wieś;Jeziorko;True;25;96;6258462.14;0.001533923156400208
486209;część wsi;Jeziorko;False;1;1;659282.88;0.00015167995868480612
152112;wieś;Jezioro;True;40;137;3248769.52;0.004216981203394201
761561;wieś;Jeziorowskie;True;93;186;16142616.47;0.0011522295678997817
768534;wieś;Jeziorowskie;True;49;68;3231341.92;0.0021043888787850716
764246;wieś;Jeże;True;67;317;18703782.42;0.001694844352236642
477587;wieś;Jeżewo;True;26;83;4290741.26;0.001934397694257612
489159;wieś;Jęcznik;True;47;137;15972765.39;0.0008577099622697206
149720;wieś;Jędrychowo;True;38;132;7244109.38;0.0018221701671765759
150774;wieś;Jędrychowo;True;96;374;11633611.06;0.0032148229648653907
474726;wieś;Jędrychowo;True;3;9;380210.27;0.0023671112303200017
487924;wieś;Jędrychowo;True;36;81;7890309.06;0.001026575757477363
482499;wieś;Jędrychówko;True;124;474;15682239.45;0.0030225275000503836
759653;wieś;Jędrzejki;True;26;32;1374565.72;0.002328008005321128
482967;część wsi;Joachimowo;False;1;1;35536.81;0.002813983584908156
477080;wieś;Jonkowo;True;728;2047;15420513.81;0.013274525253967526
762129;wieś;Jora Wielka;True;69;74;14258696.31;0.0005189815281226085
148547;osada;Józefowo;True;5;39;595003.2;0.006554586597181327
471828;osada;Józefowo;True;2;20;667149.65;0.00299782814845215
758719;wieś;Juchnajcie;True;26;67;6799651.17;0.0009853446643793052
487433;osada;Judyty;True;17;211;2948792.67;0.007155470852414999
763442;wieś;Judziki;True;26;134;9364723.82;0.0014309017817890116
756152;przysiółek wsi;Judziki;False;19;48;722089.02;0.006647379847986056
473276;osada;Julianowo;True;9;118;3016456.79;0.003911874368337959
475246;wieś;Julin;True;23;69;1541070.65;0.004477406665294677
484334;kolonia;Juńcza;True;5;14;167094.92;0.008378471350295987
152129;wieś;Jurandowo;True;9;37;2083590.5;0.0017757807976183418
482513;osada;Jurecki Młyn;True;9;90;217679.77;0.04134513740068726
485747;wieś;Jurgi;True;20;127;8248913.25;0.001539596746274426
477593;przysiółek;Jurki;True;7;40;1005543.46;0.003977948402150614
770703;wieś;Jurki;True;15;25;7111393.87;0.00035154852138712995
482507;wieś;Jurki;True;166;565;10090511.08;0.005599319950402353
758429;osada;Jurkiszki;True;14;103;410616.45;0.025084236152740594
770726;osada;Jurkowo;True;5;24;2111656.95;0.0011365482447326493
761578;wieś;Jurkowo;True;35;127;3108874.61;0.004085079520141857
472704;wieś;Kabikiejmy;True;27;130;6474400.15;0.002007908022181792
472710;wieś;Kabikiejmy Dolne;True;38;162;6321162.4;0.0025628197750464377
478405;wieś;Kabiny;True;74;247;15322699.79;0.0016119874655587702
486563;wieś;Kaborno;True;55;129;5859505.08;0.002201551124860532
847179;wieś;Kaczek;True;39;92;1697517.11;0.0054196802764479935
488444;część wsi;Kaczory;False;14;29;276172.11;0.010500698278330858
479600;wieś;Kadyki;True;2;3;831473.5;0.0003608052451461171
159048;wieś;Kadyny;True;105;513;18528448.11;0.0027687154204950847
767032;kolonia;Kadzidłowo;True;3;4;4578143.83;8.737165428898287e-05
481293;wieś;Kadzie;True;14;36;2739061.07;0.0013143189976410421
485049;wieś;Kajkowo;True;380;1260;5589529.91;0.02254214612477134
154281;kolonia;Kajmy;True;3;23;5556046.36;0.00041396342848370326
154950;wieś;Kajnity;True;26;68;8520950.79;0.000798033009177841
477096;wieś;Kajny;True;17;71;4645065.16;0.0015285038541849
771016;wieś;Kal;True;117;162;28269965.32;0.0005730463343914707
472420;wieś;Kalbornia;True;39;27;746057.61;0.003619023469246564
758292;osada;Kalinowo;True;26;61;775354.54;0.007867368649185958
759660;wieś;Kalinowo;True;163;757;6995679.6;0.01082096441352174
476790;osada;Kalis;True;7;29;2523847.59;0.00114903927300935
489691;wieś;Kalisty;True;27;109;9857900.44;0.001105712120582139
754851;osada;Kaliszki;True;27;174;11803862.32;0.001474093777806788
475619;osada leśna;Kaletka;True;1;0;570230.27;0.0
482536;wieś;Kalnik;True;106;421;10870965.29;0.0038727011702196323
758470;osada;Kalniszki;True;6;11;3016903.79;0.0003646122238455606
771022;wieś;Kalskie Nowiny;True;68;220;9074109.77;0.0024244802584088643
474695;kolonia;Kalwa;True;4;20;53523.53;0.03736674318752893
475230;wieś;Kałduny;True;73;231;6307005.35;0.003662594007471391
473299;wieś;Kałęczyn;True;26;86;3723381.21;0.00230972858135039
764163;osada;Kałęczyn;True;9;48;6391296.73;0.000751021303309133
756353;wieś;Kałęczyny;True;39;146;6470402.15;0.0022564285281711583
488361;osada;Kałki;True;6;61;7054401.15;0.0008647084097280177
768540;wieś;Kałtki;True;15;18;2551347.95;0.000705509415130931
478724;wieś;Kałwągi;True;27;83;8141552.73;0.0010194615542335251
158209;osada;Kamieniec;True;40;528;6125794.24;0.00861929048403689
152550;wieś;Kamiennik Wielki;True;105;547;11450037.68;0.004777276855214682
479037;osada;Kamień;True;3;27;637829.98;0.004233102997134126
771358;osada leśna;Kamień;True;5;26;191290.61;0.013591885142715579
766860;osada;Kamień;True;26;1;943446.05;0.00010599440211764096
475269;wieś;Kamień Duży;True;90;167;536388.63;0.031134142422071846
475275;wieś;Kamień Mały;True;38;77;1545385.08;0.004982576899215307
482080;osada;Kamieńczyk;True;4;42;2064991.09;0.0020339070809259523
763844;wieś;Kamieńskie;True;28;12;1794109.75;0.0006688554030766513
474117;osada;Kamińsk;True;78;861;2569453.62;0.033509069527396254
489188;osada;Kamionek;True;122;1045;885280.53;0.11804167883371387
159060;wieś;Kamionek Wielki;True;126;434;5753498.68;0.007543236283492117
771192;osada;Kamionek Wielki;True;16;131;513629.41;0.025504770063692422
475281;osada;Kamionka;True;40;126;2213620.08;0.005692033657374485
845594;wieś;Kamionka;True;35;143;2463841.41;0.005803944986865043
483702;wieś;Kamionka;True;21;66;3142946.26;0.0020999404552338734
482565;wieś;Kamionka;True;17;62;1403064.4;0.004418899089735297
471550;wieś;Kamionka;True;34;100;11239200.57;0.0008897429970857794
479280;wieś;Kamionki;True;20;63;7099754.11;0.0008873546748790149
759073;wieś;Kamionki;True;6;2;4880249.0;4.098151549234475e-05
