SIMC_id;powierzchnia_terenow_uprawnych;powierzchnia_terenow_zalesionych;stosunek_powierzchni_upraw;stosunek_powierzchni_lasow;budynekGospodarstwaRolnego;budynekZabytkowy;budynkiBiurowe;budynkiGarazy;budynkiHandlowoUslugowe;budynkiHoteli;budynkiKultuReligijnego;budynkiKulturyFizycznej;budynkiLacznosciDworcowITerminali;budynkiMieszkalneJednorodzinne;budynkiMuzeowIBibliotek;budynkiODwochMieszkaniach;budynkiOTrzechIWiecejMieszkaniach;budynkiPrzemyslowe;budynkiSzkolIInstytucjiBadawczych;budynkiSzpitaliIZakladowOpiekiMedycznej;budynkiZakwaterowaniaTurystycznegoPozostale;budynkiZbiorowegoZamieszkania;ogolnodostepneObiektyKulturalne;pozostaleBudynkiNiemieszkalne;zbiornikSilosIBudynkiMagazynowe
113419;44778913.48;10056907.35;4.103853646810729;0.9216855143742789;146;0;3;1;2;1;1;0;0;183;1;0;2;12;3;0;0;1;0;1;14
113431;36087179.85;3183391.75;11.632093211027598;1.0261125894883767;7;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0
113448;40700039.03;11459110.83;3.497193008649411;0.9846359668224316;104;0;2;0;2;0;0;0;0;118;0;0;0;3;0;0;0;0;0;0;0
113454;63139137.63999999;184155.46;10.25221137447272;0.029902225026386283;59;0;1;1;0;0;0;0;0;25;0;2;5;0;0;0;0;0;1;1;2
113460;41841306.61;1444156.94;24.469381373587936;0.8445631790984299;30;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0
113477;77033073.69000001;1980271.17;10.415631401696917;0.2677521951821664;181;0;2;0;1;0;0;0;0;86;1;0;0;1;0;0;0;0;0;1;0
113483;22223026.990000002;11927714.89;1.49720978623986;0.8035940139398127;51;0;0;3;0;2;1;0;0;18;0;9;10;3;0;0;0;0;0;1;1
113508;84341606.82;6869692.83;7.994303207309929;0.6511425320756419;34;0;0;2;0;0;0;0;0;17;0;1;5;0;0;0;0;0;0;1;0
113514;99978162.81;1873700.71;7.161327992299868;0.1342111613834639;171;0;4;2;7;0;0;0;1;178;0;0;2;22;0;0;0;0;1;3;13
113520;29227690.0;7770923.69;10.905470629461016;2.8994963360114268;27;0;0;0;0;0;1;0;0;24;0;0;0;0;2;0;0;0;0;0;0
113537;35573303.72;631070.5;10.582139146067542;0.18772717582100404;7;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;1;6
113550;21603663.62;12128933.33;2.767115396518466;1.553540119450767;35;0;2;4;0;2;0;0;0;23;0;0;16;5;0;0;0;0;0;0;0
113572;60978437.13999999;6484720.8100000005;6.036494488506114;0.6419479288915392;94;0;1;0;1;0;0;0;0;24;0;4;11;3;0;0;0;0;1;1;4
113589;46710198.92;10338294.08;4.6301788806036015;1.0247901318653867;101;0;0;0;1;0;0;0;0;60;0;0;1;0;0;0;0;0;0;0;4
113595;38914163.339999996;3955912.45;2.3851576168871436;0.24246890854151876;173;0;0;0;2;1;0;0;0;215;0;0;12;5;2;0;0;0;1;1;0
113610;48556649.05;45806.48;5.347069989015979;0.005044220705144823;142;0;0;0;2;0;0;0;0;97;1;1;0;0;0;0;0;0;0;1;0
113626;58068637.69;487378.07;12.514059265548513;0.105032222131138;61;0;0;0;0;0;0;0;0;24;0;1;0;0;0;0;0;0;0;0;0
113632;15334497.54;2621550.87;3.866380271668015;0.6609875894859039;66;0;0;0;1;3;0;1;0;36;0;0;2;7;2;0;0;4;0;0;1
113649;37094524.099999994;399321.38;12.305778184518902;0.13247131337684376;31;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0
113655;18932929.44;9694592.92;5.174711655931803;2.6497073863619667;32;0;0;1;1;1;0;0;0;8;0;2;5;4;0;0;0;0;0;1;1
113661;35047871.02;9644647.85;5.3776343245682625;1.4798442192661745;52;0;0;0;0;0;0;0;0;37;0;1;0;0;0;0;0;0;1;0;0
113678;49578863.25;1328092.3599999999;7.396307474570757;0.19812837175504053;130;0;1;0;1;0;0;0;0;79;2;1;0;0;1;0;0;0;0;0;0
113684;45951694.42;1140549.42;5.281330694457161;0.13108588783114805;99;0;0;0;1;0;0;0;0;80;0;0;1;4;0;0;0;0;1;0;3
113690;22537034.919999998;11854342.97;4.249174814904435;2.2350400473783107;31;0;0;1;1;0;0;0;0;6;0;6;8;0;0;0;0;0;1;0;0
113709;2183744.04;;;;7;0;0;2;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0
113715;56178535.449999996;4987514.879999999;4.459777533654295;0.3959378191762828;118;0;4;13;2;1;2;0;0;80;0;2;16;14;5;1;0;0;1;2;5
113721;49722392.93;3923158.6999999997;7.646682714567029;0.6033327852910569;66;0;0;0;0;2;0;0;0;27;0;0;0;0;0;0;0;0;1;0;0
113738;23999606.599999998;8043709.99;3.5920593938556644;1.2039149021313607;54;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;1;0;0
113744;61505457.699999996;454290.18;6.067665632020554;0.04481685065405881;47;0;0;0;1;0;0;0;0;3;0;9;14;0;2;0;0;0;0;1;0
113750;37703128.96;11571745.9;2.4080868269840843;0.7390837215807854;190;0;1;0;2;0;2;0;1;102;0;1;10;0;1;0;0;1;0;1;0
113767;30020.98;6696570.49;0.1291699069241157;28.813029651399788;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
113773;81579219.06;9329347.83;5.630436573806489;0.6438931609919019;191;0;3;1;5;0;1;0;0;183;0;1;0;13;2;1;0;8;1;3;6
113780;71794307.1;4258168.69;5.410139644206929;0.32087902470319524;141;0;2;0;1;1;0;0;0;123;0;1;0;0;1;0;0;0;0;0;1
113796;62569088.71;4034481.83;8.594566842020773;0.5541813773501784;82;0;0;1;2;0;0;0;0;54;0;1;5;2;0;0;0;0;1;0;2
116369;50903923.76;13802951.610000001;2.4660828673751576;0.6686954554842621;176;0;2;1;2;0;2;0;11;85;0;0;9;1;1;0;0;1;0;1;0
116381;49119989.3;9894012.42;4.027389602126552;0.8112184736086447;69;0;1;0;2;0;0;0;0;59;0;0;2;0;0;0;0;0;0;0;0
116398;34796584.34;8748256.33;10.660157636011576;2.680084648734695;51;0;0;0;0;0;0;0;0;31;0;1;0;0;0;0;0;0;0;0;0
116406;31791506.39;;;;17;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0
116429;65179759.56;;;;24;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;1;0;0
116435;66887434.410000004;19204428.71;3.548777334533632;1.0189094847166968;322;0;9;21;11;0;2;2;3;602;0;0;53;20;4;3;0;1;2;2;22
116441;305049.27;14521318.66;1.9223521025213217;91.51009427897698;5;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
116458;30546406.15;157184.56;7.511606397687764;0.038652944661175345;129;0;2;1;2;2;0;0;0;156;0;0;1;14;0;1;0;0;0;1;0
116464;25094362.6;8589555.27;5.03162400370061;1.7222757623517033;20;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
116470;24062079.55;7777122.32;11.601719535784634;3.7498002516632325;29;0;0;20;0;0;0;0;0;2;0;0;10;0;0;0;0;0;0;0;0
116493;31181898.78;14511350.309999999;11.69564605263913;5.44288909950772;70;0;0;0;0;0;0;0;0;89;0;0;0;1;0;0;0;0;0;0;2
116501;1560247.25;17820791.88;0.3267800379358311;3.732407826126885;53;0;0;0;0;2;2;0;0;76;0;0;0;4;0;0;0;0;0;0;0
116518;74132739.14;14755454.819999998;5.854081844216836;1.16520232716338;287;0;6;9;7;2;2;0;0;343;0;3;8;6;4;1;0;1;0;1;1
116530;44626634.32;12282653.39;13.74627317374681;3.7834067338956636;31;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0
116547;41838925.94;9586572.540000001;34.96019297987153;8.010445260821559;9;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
116553;25209149.94;3106251.4699999997;6.284970991512338;0.7744291429008239;36;0;1;0;0;0;0;0;0;28;0;0;1;0;0;0;0;0;0;0;0
116560;25101950.26;1943260.3199999998;59.55531404707229;4.610457651062773;6;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
116576;35032831.99;18251924.79;4.92960095464932;2.568296673664708;42;0;1;5;1;0;1;0;0;36;0;6;4;0;0;0;0;0;0;0;0
117890;13050833.55;926673.01;6.293172953922865;0.44684605786442605;61;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0
117908;5077737.029999999;13633256.350000001;1.7913945929016413;4.809729524144336;91;0;0;0;1;0;0;0;0;48;0;0;0;3;0;0;0;0;1;0;0
117914;1330125.24;45127737.589999996;0.13054283181306228;4.428983437917003;174;0;1;0;2;0;1;0;0;139;0;0;0;0;1;0;0;0;0;0;0
117920;686670.92;38656771.86;0.05981975809299275;3.367608375379009;8;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0
117937;850848.22;14772816.98;0.27443971934355404;4.764948260578003;19;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0
117950;41096377.6;25179382.39;2.317725952696247;1.4200499276648135;94;0;2;7;4;1;0;0;0;51;0;1;8;14;0;0;0;0;0;1;6
117995;104253837.41;16204724.17;8.791864184894512;1.3665658511544803;30;0;1;1;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;1;0
118003;3893291.4499999997;9723890.31;1.3370827173084867;3.339499712641463;17;0;1;1;1;0;0;0;0;17;0;0;4;3;0;0;0;0;1;0;1
118010;55000427.26;2633501.22;6.065341366422241;0.2904174509896242;282;0;3;3;7;1;2;0;0;220;0;0;0;10;1;1;0;1;0;1;2
118026;6861381.399999999;44232970.45;1.8263648698651345;11.773947345306093;167;0;1;2;0;0;0;0;0;227;0;0;0;2;0;0;0;0;1;0;2
118032;26519408.56;8784045.65;2.079941196523571;0.6889406442923579;284;0;2;2;1;0;0;0;0;162;0;0;0;2;0;0;0;0;1;1;1
118049;32075570.41;17097505.66;2.219262155386318;1.182951597671724;210;0;2;4;1;1;2;0;0;224;0;0;0;0;2;0;0;0;0;0;4
118055;25967258.23;78758548.35;0.5367739206165024;1.6280322860983796;101;0;3;0;1;0;0;0;0;229;0;0;0;14;0;0;5;0;1;0;4
118061;25818.4;2639947.61;0.9179389251911632;93.85983142581956;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
118078;10501.5;1383075.03;0.08575869187187424;11.294644130215039;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
118084;3054427.18;1810515.15;3.3846809974303738;2.0062734721227833;8;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
118090;108235.53;13032095.120000001;0.7701488261647381;92.72974187990961;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
118109;16869.43;1338884.46;0.47572722170991216;37.75727954924239;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0
118115;20906.56;2988834.4299999997;0.1021415888000004;14.602320866768302;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
118121;14675630.11;1073633.85;11.361499639006267;0.831180024828243;16;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0
118138;54157924.18;712529.99;16.00224097282415;0.21053385581116232;74;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0
118144;28305653.63;692081.4400000001;6.571809867566264;0.16068265711168706;79;0;2;0;1;0;0;0;0;39;0;0;0;2;0;0;0;0;1;0;2
118150;27100112.99;45881.21;16.03285400289029;0.027144047025833083;14;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0
118167;26865827.38;514061.41;4.865031315703006;0.09308944118751508;77;0;0;1;0;0;0;0;0;47;1;0;0;5;1;0;0;0;0;0;0
118173;30638766.33;16032581.08;3.2436386353027054;1.697323542814825;156;0;1;1;2;0;0;0;0;69;0;0;0;0;0;0;0;0;2;0;0
118180;21403017.14;1930018.5599999998;12.779150988590102;1.1523608296760557;46;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0
118196;269173.06;41340591.68;0.028458010659359198;4.370686274078305;18;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0
118204;121524.98;28695501.900000002;0.012842532172307927;3.0324868710225115;9;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0
118210;11134392.09;1866215.6300000001;5.60890331722104;0.9400982966243606;33;0;0;0;0;1;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0
118227;89265012.72;6643508.28;10.337048688010016;0.7693301827555902;190;0;1;1;1;0;0;0;0;91;0;0;0;0;1;0;0;0;0;0;0
118233;15526906.290000001;2377600.07;4.798035549959102;0.7347123403966423;52;0;0;0;0;1;0;0;0;69;0;0;0;0;0;0;0;0;1;0;0
118240;54384949.56;;;;86;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;1;0;0
118256;28425342.5;8782865.71;2.324260595545136;0.7181503155403512;302;0;0;1;1;0;1;0;0;123;1;0;0;2;1;0;0;1;1;0;0
118262;17608148.94;7925286.42;1.6880389938387568;0.7597727938289895;55;0;0;1;0;0;0;0;0;47;0;0;0;1;1;0;0;0;0;0;0
118279;89342105.47;3099406.8400000003;16.83946796866199;0.5841854960711379;82;0;0;0;0;0;0;0;0;62;0;0;0;1;0;0;0;0;0;0;0
118285;26699183.73;341496.43;10.878156908618818;0.1391372780097035;54;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;0;0
122401;10159414.780000001;9181388.34;1.1872682994545314;1.072972366727551;98;0;2;2;1;0;0;0;0;54;0;0;1;0;0;0;0;0;0;0;0
122418;62477660.81;9463464.4;3.5894948556691753;0.5436992413002022;185;0;1;6;4;0;1;0;0;117;3;0;4;3;7;0;0;3;1;0;0
122424;43670550.33;1847819.49;7.9997075683024725;0.3384893354287577;82;0;1;0;1;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0
122430;59545945.31;878619.25;5.870558785253152;0.08662195100148684;317;0;1;2;2;0;0;0;0;105;0;0;0;0;0;0;0;0;2;1;0
122447;17556177.93;3161363.07;2.280028206764379;0.41056755064587297;65;0;1;0;1;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0
122460;13654102.98;4984511.48;3.132669359273641;1.1435995764215123;66;0;0;1;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0
122476;45933579.34;2258163.17;3.6146623998381466;0.17770218695302561;317;0;2;4;4;0;1;0;0;146;1;0;0;3;5;1;0;1;1;1;5
122482;71577788.89;23946951.34;2.86370481672658;0.9580765341000328;336;0;6;3;5;0;2;0;0;285;0;1;2;16;2;2;0;1;3;2;15
122520;30770595.200000003;5743378.63;5.2340712703762104;0.9769474034150524;86;0;0;0;1;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0
122536;47308612.75;2825888.9299999997;4.049414930676191;0.24188400716896022;223;0;0;0;2;0;1;0;0;98;0;0;0;0;0;0;0;1;1;0;3
122565;27930523.95;4611004.84;3.5097572764504927;0.5794201289567444;48;0;1;6;1;0;0;0;0;25;0;0;5;2;0;0;0;0;0;0;0
122571;30298632.03;1149869.43;2.9074242944908306;0.1103402395515453;168;0;1;2;1;0;0;0;0;93;0;0;0;1;1;0;0;0;0;1;0
122588;34635797.01;11231438.64;2.5733857742241675;0.8344783985165074;108;0;1;4;3;0;0;0;0;70;0;0;3;2;0;0;0;0;1;1;0
122594;48498310.93;2734102.73;4.145243701133685;0.2336890069458943;247;0;3;1;1;2;1;0;0;127;1;0;0;5;1;0;0;1;0;1;2
122602;31326490.86;318860.16;3.375841558864589;0.03436137754480082;251;0;3;0;4;0;0;0;0;110;0;0;0;4;4;0;0;0;0;0;7
124848;19919443.139999997;2929639.52;3.8014914270842026;0.5591019508654337;139;0;1;1;1;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0
124854;670099.91;2748682.8200000003;0.8576949054016534;3.518178731405963;22;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0
124860;18236749.25;4598567.91;3.4835994336300415;0.8784223738112363;41;0;1;0;1;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0
124877;12149260.530000001;5069302.95;2.8331873088122013;1.182152999929474;56;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0
124883;28805164.900000002;266663.48;9.566641460650835;0.08856307237489323;86;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0
124890;35623657.69;2399274.6799999997;5.381540521383351;0.36244997705481463;160;0;1;2;1;3;1;0;0;214;0;0;0;1;3;0;1;1;0;1;2
124908;19993737.79;4433005.05;4.407091348969015;0.9771388627274259;126;0;0;0;0;0;0;0;1;64;0;0;0;0;0;0;0;0;3;0;0
124943;1837092.82;5885918.11;0.9956353001011037;3.1899465176835053;37;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0
124950;15790958.55;9927430.11;1.2890200225472568;0.8103786824409412;15;0;1;2;1;0;0;0;0;9;0;0;2;4;0;0;0;0;0;0;3
124966;18216768.91;7919851.57;1.6820173317903415;0.7312673104523094;190;0;3;3;2;2;3;0;0;124;0;0;4;1;3;0;0;1;0;1;0
124972;82483522.46;2262838.79;15.277012416645048;0.41910693506645935;85;0;0;0;1;0;0;0;0;129;0;0;0;0;0;0;0;0;1;0;0
125003;11059886.87;1978669.07;2.650061194995644;0.4741092003724194;28;0;0;0;1;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0
125010;11614785.15;6726934.57;2.711755652992696;1.5705673942242049;21;0;0;3;2;0;1;0;0;4;0;0;5;1;0;0;0;0;0;0;0
125026;9519972.379999999;2932957.22;2.3500440397555926;0.7240124612335413;42;0;0;0;1;1;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0
125049;81779688.91999999;6870005.4;5.981283279320644;0.5024652082995786;174;0;1;1;1;0;2;0;0;90;0;0;0;2;3;0;0;1;0;0;0
125061;31493285.11;18306057.22;1.1997225448164008;0.6973610240031592;495;0;14;4;43;4;1;0;2;952;1;0;7;22;5;2;0;2;0;3;21
125090;32307967.979999997;3116539.53;3.750811890264263;0.3618164266115073;168;0;1;0;1;0;0;0;0;72;0;0;0;0;1;0;0;0;0;0;2
125109;13635328.209999999;2555255.35;1.5376292871383792;0.2881511469152256;124;0;0;4;1;0;0;0;0;69;0;0;21;3;0;0;0;0;1;2;4
125115;3052220.11;4866880.59;3.890811200235961;6.204045850999587;21;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0
125121;31354987.53;18450078.9;2.0303123316984615;1.1946878523118194;165;0;4;0;3;0;0;0;2;177;0;0;0;14;3;0;0;0;0;2;5
125138;732537.3099999999;10464465.36;0.831246492701443;11.874548927065222;25;0;1;4;0;0;0;0;2;16;0;0;3;6;0;0;0;0;0;1;2
125144;10529657.9;3420933.7600000002;24.83198927298676;8.067554638400766;9;0;0;2;0;0;0;0;0;10;0;0;1;0;0;0;0;0;1;1;0
148292;5055839.64;966290.65;1.4988179803030215;0.28645959989717834;35;0;2;4;1;0;0;0;0;25;0;3;8;5;0;0;0;0;1;0;2
148300;14200669.770000001;450402.04;2.7233436867931196;0.08637617605502151;68;0;1;5;1;0;0;0;0;49;0;0;8;7;0;0;0;0;0;1;5
148317;12907591.450000001;4907727.7;1.5501429122560286;0.5893957318766532;30;0;0;2;1;0;0;0;0;42;0;0;5;0;0;0;0;0;2;0;0
148323;15258028.02;3275994.6;2.0364846703424138;0.43724606969390845;11;0;0;0;0;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0
148330;7845663.72;10028801.17;0.913489750074711;1.1676777645948186;25;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
148352;48182309.71;10131827.350000001;39.802035018990146;8.369614271674612;5;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0
148369;18687929.18;846365.3099999999;4.044416584052811;0.18316924593198816;66;0;4;1;2;4;1;0;0;22;0;6;3;1;0;0;0;0;1;1;0
148375;14415450.24;142762.68;25.398193424696785;0.2515297198561931;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
148381;51977375.5;19241988.1;5.994509464808475;2.219163216257082;34;0;0;1;0;0;0;0;0;23;0;3;5;1;0;0;0;0;1;0;1
148398;11619381.75;5181234.02;1.1638828859642658;0.5189905740082801;29;0;4;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;1;0;1
148406;3252002.7199999997;1610.58;100.13556841975613;0.049592930163813276;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
148412;50040011.0;7376266.02;7.599896871062395;1.1202807498487932;17;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0
148429;23408755.45;694756.2000000001;1.7319287952116507;0.05140248788543881;69;0;1;1;0;0;0;0;0;42;0;1;4;0;0;0;0;0;0;1;0
148435;21977600.35;25286.4;5.609367567629886;0.006453876210471556;15;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0
148441;50491130.72;17664440.15;5.68580092937622;1.9891907507232114;50;0;0;0;1;0;0;0;0;21;0;4;0;0;0;0;0;0;0;0;1
148458;48329835.199999996;55857.84;537.160988352914;0.6208308473946325;14;0;0;0;1;0;0;0;0;8;0;3;0;0;0;0;0;0;0;0;1
148464;55355798.29;20025657.67;5.090420176772501;1.8415236525443124;137;0;0;0;1;0;0;0;0;66;0;0;0;3;0;0;0;0;0;0;2
148470;662994.5;836508.65;3.359662393187947;4.2389290604694585;28;0;0;0;0;0;0;0;0;16;0;3;2;0;0;0;0;0;0;0;0
148487;62689223.69;3380628.4;25.258750553038105;1.362123255671095;22;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0
148493;19010355.810000002;1831264.66;3.6043174861708667;0.34720335073227365;31;0;0;0;0;0;0;0;0;7;0;6;5;0;0;0;0;0;0;0;0
148501;29812672.18;61602.479999999996;1.0163153564337548;0.002100031357148987;48;0;0;0;1;0;1;0;0;62;0;0;3;0;0;0;0;0;0;0;1
148518;12030361.13;30695.79;78.75801700467441;0.20095319871681314;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0
148524;27015518.28;16559628.5;1.1153792404869391;0.6836909685626757;80;0;0;1;0;0;1;0;0;30;0;1;7;1;0;0;0;0;1;0;0
148530;26317036.24;3675627.75;2.1795710078791553;0.3044146615369821;143;0;1;0;2;0;0;0;0;40;0;0;4;0;0;0;0;0;0;0;4
148547;12937658.919999998;155469.11;21.743847629727032;0.26129121658505366;8;0;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0
148553;22096412.07;14527931.29;1.8041235474469677;1.186173703357289;26;0;0;1;0;0;0;0;0;9;0;0;7;1;0;0;0;0;0;0;0
148560;20753139.77;2466522.7399999998;3.203550820341517;0.38074387946542537;51;0;0;0;0;0;0;0;0;16;0;6;5;0;0;0;0;0;0;0;0
148576;22395029.09;11730434.85;1.8933342208842026;0.9917215842007931;143;0;3;1;0;0;0;0;0;123;0;1;6;0;0;0;0;0;0;1;1
148582;88791.29;337090.95999999996;4.434843608978242;16.836625412248658;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
148599;12055431.040000001;429144.68000000005;7.159496408754561;0.25486104852673314;8;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
148607;4523503.92;70839.81;4.5517839259426855;0.07128268576250817;17;0;1;4;0;0;0;0;0;11;0;0;6;1;0;0;0;0;0;1;0
148613;43562756.29;6880566.35;2.0489135904024334;0.32361785857468445;47;0;7;2;0;0;0;0;0;26;0;3;8;1;0;0;0;0;0;1;13
148620;15995481.17;16845.81;49.59224332437796;0.05222859504114809;4;0;1;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;5
148642;894758.7300000001;3050256.11;5.044771764573752;17.19776000223721;15;0;0;0;0;0;0;0;0;8;0;3;6;0;0;0;0;0;0;0;1
148659;27393.73;1323348.83;0.1508321619140908;7.286469020297076;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
148665;7104797.14;34179.0;5.414816213756373;0.026049020080815295;16;0;2;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0
148671;14238658.42;6265972.14;2.604158047467641;1.1460055640262374;40;0;0;0;0;2;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0
148694;2469744.07;;;;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
148702;2863995.31;18965.329999999998;1.9125623988695082;0.012664956857122732;85;0;1;0;2;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;4
148719;19541449.64;3692540.77;5.287446976238964;0.9991128544021157;5;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0
148725;44248322.26;15362140.95;1.256716059635187;0.4363069209450372;201;0;2;6;2;0;1;0;0;162;0;5;17;5;1;0;0;0;3;2;5
148731;8808888.62;440171.86;1.6245516510865232;0.08117731450268081;56;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0
148754;80278368.41;23072702.33;5.050035994787615;1.4514243322489577;77;0;0;0;0;0;0;0;0;57;0;4;2;0;0;0;0;0;1;0;0
148760;2326969.52;;;;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
148777;10846671.0;111874.7;3.203888122858974;0.0330455328255472;19;0;1;1;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;1;0
148790;73466952.95;26212832.07;2.642591736488662;0.9428703741843016;121;0;2;5;4;0;2;0;0;63;1;6;22;3;4;1;0;0;1;2;13
148808;49186089.25;742032.1900000001;45.96293949668327;0.6934070419831434;59;0;2;4;3;0;2;0;0;18;1;0;17;2;4;1;0;0;0;2;9
148814;55197714.41;1134320.3800000001;14.48897823854613;0.29775043182552274;62;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0
148820;48239907.71;;;;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3
148837;6514382.2700000005;1763913.51;3.35011815287526;0.9071188065162341;6;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
148843;30848724.34;19833435.89;1.355893919330315;0.8717389680781411;80;0;1;1;0;0;0;0;0;31;0;0;9;1;0;0;0;1;0;1;5
148866;3638863.0000000005;10024048.32;5.754810112741276;15.852889939121969;10;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
148872;12103083.43;1415894.84;5.633880386966479;0.6590867703440297;4;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;2
148889;66493875.879999995;21359239.18;3.9924748571349067;1.282467359062914;113;0;5;0;2;0;1;0;0;41;0;10;4;1;0;1;0;1;0;2;0
149222;32101261.060000002;139241.58;6.192263724733449;0.02685939917428809;37;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0
149239;17462774.81;33881.28;10.903544353218951;0.021155059447498552;34;0;1;0;0;0;0;0;0;16;0;1;7;0;0;0;0;0;0;1;1
149245;9268883.78;7596.87;1.656912716249149;0.0013580222608737546;21;0;2;0;0;0;0;0;0;38;0;0;2;3;0;0;0;0;0;0;5
149251;21057416.14;55958.03;5.816111426681699;0.015455748964345503;37;0;1;0;2;1;1;0;2;20;0;0;4;5;0;0;0;0;0;0;0
